product_id,product_name,category,brand,cost_price,selling_price
500065,Men T-Shirt,Fashion,Nike,391,568.21
500066,Men T-Shirt,Fashion,Himalaya,331,491.14
500067,Men T-Shirt,Fashion,Prestige,1148,1507.02
500068,Men T-Shirt,Fashion,Penguin,819,1130.72
500069,Men T-Shirt,Fashion,Boat,325,412.18
500070,Men T-Shirt,Fashion,Dettol,1384,1958.6
500071,Men T-Shirt,Fashion,Samsung,907,1239.79
500072,Men T-Shirt,Fashion,Mamaearth,1793,2282.1
500073,Men T-Shirt,Fashion,Puma,1044,1300.95
500074,Men T-Shirt,Fashion,Himalaya,617,868.85
500075,Men T-Shirt,Fashion,Himalaya,1117,1453.47
500076,Men T-Shirt,Fashion,Nike,993,1315.9
500077,Men T-Shirt,Fashion,Puma,2368,3367.71
500078,Men T-Shirt,Fashion,Nike,1437,1920.24
500079,Men T-Shirt,Fashion,Puma,1072,1306.76
500080,Men T-Shirt,Fashion,Himalaya,1226,1472.88
500081,Men T-Shirt,Fashion,Himalaya,1689,2455.71
500082,Men T-Shirt,Fashion,Apple,1962,2410.51
500083,Men T-Shirt,Fashion,Samsung,2212,2774.17
500084,Men T-Shirt,Fashion,Prestige,2319,3381.01
500085,Men T-Shirt,Fashion,Apple,378,492.27
500086,Men T-Shirt,Fashion,Nike,1207,1457.47
500087,Men T-Shirt,Fashion,Prestige,428,630.43
500088,Men T-Shirt,Fashion,Apple,1897,2743.21
500089,Men T-Shirt,Fashion,Himalaya,714,1043.77
500090,Men T-Shirt,Fashion,Puma,484,612.9
500091,Men T-Shirt,Fashion,Philips,2005,2411.26
500092,Men T-Shirt,Fashion,Prestige,577,779.48
500093,Men T-Shirt,Fashion,Penguin,592,848.41
500094,Men T-Shirt,Fashion,Nike,675,935.72
500095,Men T-Shirt,Fashion,Apple,1020,1288.47
500096,Men T-Shirt,Fashion,Philips,353,450.91
500097,Men T-Shirt,Fashion,Dettol,2250,2829.57
500098,Men T-Shirt,Fashion,Nike,2121,2918.48
500099,Men T-Shirt,Fashion,Himalaya,2487,3548.94
500100,Men T-Shirt,Fashion,Dettol,1030,1322.74
500101,Women Kurti,Fashion,Boat,2467,3175.74
500102,Women Kurti,Fashion,Apple,1327,1837.35
500103,Women Kurti,Fashion,Himalaya,1954,2585.17
500104,Women Kurti,Fashion,Prestige,2041,2894.11
500105,Women Kurti,Fashion,Dettol,310,420.66
500106,Women Kurti,Fashion,Samsung,776,1013.24
500107,Women Kurti,Fashion,Samsung,1598,2135.83
500108,Women Kurti,Fashion,Nike,1345,1652.49
500109,Women Kurti,Fashion,Philips,936,1176.51
500110,Women Kurti,Fashion,Prestige,2256,2967.92
500111,Women Kurti,Fashion,Mamaearth,541,680.62
500112,Women Kurti,Fashion,Mamaearth,1856,2437.1
500113,Women Kurti,Fashion,Himalaya,1689,2255.11
500114,Women Kurti,Fashion,Himalaya,529,784.05
500115,Women Kurti,Fashion,Prestige,1717,2078.97
500116,Women Kurti,Fashion,Puma,329,422.42
500117,Women Kurti,Fashion,Puma,1036,1390.8
500118,Women Kurti,Fashion,Boat,1614,1958.29
500119,Women Kurti,Fashion,Penguin,727,1019.37
500120,Women Kurti,Fashion,Dettol,2460,3533.88
500121,Women Kurti,Fashion,Prestige,1679,2171.48
500122,Women Kurti,Fashion,Himalaya,539,691.43
500123,Women Kurti,Fashion,Himalaya,2478,3545.44
500124,Women Kurti,Fashion,Puma,445,579.78
500125,Women Kurti,Fashion,Mamaearth,1703,2256.91
500126,Women Kurti,Fashion,Philips,1566,2066.79
500127,Women Kurti,Fashion,Apple,1442,1837.98
500128,Women Kurti,Fashion,Dettol,282,339.26
500129,Women Kurti,Fashion,Apple,998,1207.92
500130,Women Kurti,Fashion,Himalaya,1696,2369.24
500131,Women Kurti,Fashion,Prestige,1860,2664.25
500132,Women Kurti,Fashion,Philips,1335,1866.37
500133,Women Kurti,Fashion,Nike,506,615.35
500134,Women Kurti,Fashion,Himalaya,2053,2586.12
500135,Women Kurti,Fashion,Himalaya,716,1031.88
500136,Women Kurti,Fashion,Samsung,1448,1832.58
500137,Women Kurti,Fashion,Nike,763,1083.98
500138,Women Kurti,Fashion,Samsung,1267,1630.62
500139,Women Kurti,Fashion,Penguin,1838,2210.87
500140,Women Kurti,Fashion,Penguin,236,311.67
500141,Women Kurti,Fashion,Himalaya,2418,3590.29
500142,Women Kurti,Fashion,Dettol,1982,2446.48
500143,Women Kurti,Fashion,Nike,263,317.95
500144,Women Kurti,Fashion,Prestige,385,508.15
500145,Women Kurti,Fashion,Boat,1905,2698.81
500146,Women Kurti,Fashion,Boat,1781,2625.74
500147,Women Kurti,Fashion,Nike,259,320.45
500148,Women Kurti,Fashion,Boat,478,632.78
500149,Women Kurti,Fashion,Samsung,698,926.08
500150,Women Kurti,Fashion,Himalaya,365,522.82
500151,Women Kurti,Fashion,Prestige,1615,2127.94
500152,Women Kurti,Fashion,Samsung,2027,2551.68
500153,Women Kurti,Fashion,Apple,1537,2060.79
500154,Women Kurti,Fashion,Apple,1420,2020.33
500155,Women Kurti,Fashion,Puma,578,725.65
500156,Women Kurti,Fashion,Boat,2245,3275.77
500157,Women Kurti,Fashion,Samsung,2288,3400.65
500158,Women Kurti,Fashion,Philips,1335,1741.64
500159,Women Kurti,Fashion,Prestige,2029,2935.36
500160,Women Kurti,Fashion,Philips,2452,3477.89
500161,Women Kurti,Fashion,Dettol,471,590.46
500162,Women Kurti,Fashion,Himalaya,1629,2204.85
500163,Women Kurti,Fashion,Samsung,1022,1330.59
500164,Women Kurti,Fashion,Penguin,421,543.35
500165,Women Kurti,Fashion,Nike,1865,2536.67
500166,Women Kurti,Fashion,Himalaya,2036,2723.56
500167,Women Kurti,Fashion,Nike,275,376.09
500168,Women Kurti,Fashion,Puma,1383,1713.89
500169,Women Kurti,Fashion,Penguin,1873,2743.67
500170,Women Kurti,Fashion,Nike,1092,1614.56
500171,Women Kurti,Fashion,Philips,1548,2271.03
500172,Women Kurti,Fashion,Dettol,205,272.83
500173,Women Kurti,Fashion,Penguin,217,295.94
500174,Women Kurti,Fashion,Samsung,1990,2955.3
500175,Women Kurti,Fashion,Penguin,516,713.75
500176,Women Kurti,Fashion,Boat,1591,1931.19
500177,Women Kurti,Fashion,Philips,2182,2768.37
500178,Women Kurti,Fashion,Penguin,1706,2398.14
500179,Women Kurti,Fashion,Nike,2017,2645.78
500180,Women Kurti,Fashion,Penguin,1059,1440.05
500181,Women Kurti,Fashion,Penguin,1613,2019.99
500182,Women Kurti,Fashion,Apple,582,734.54
500183,Women Kurti,Fashion,Dettol,969,1304.41
500184,Women Kurti,Fashion,Penguin,1810,2198.89
500185,Women Kurti,Fashion,Dettol,1599,2039.28
500186,Women Kurti,Fashion,Himalaya,1501,1947.34
500187,Women Kurti,Fashion,Mamaearth,1553,2280.09
500188,Women Kurti,Fashion,Nike,2461,3018.54
500189,Women Kurti,Fashion,Dettol,2004,2582.21
500190,Women Kurti,Fashion,Prestige,474,572.1
500191,Women Kurti,Fashion,Mamaearth,1810,2690.37
500192,Women Kurti,Fashion,Mamaearth,1294,1568.14
500193,Women Kurti,Fashion,Philips,247,356.97
500194,Women Kurti,Fashion,Boat,989,1304.43
500195,Women Kurti,Fashion,Mamaearth,1730,2082.65
500196,Women Kurti,Fashion,Himalaya,2398,3116.98
500197,Women Kurti,Fashion,Mamaearth,2086,2606.63
500198,Women Kurti,Fashion,Mamaearth,998,1226.25
500199,Women Kurti,Fashion,Mamaearth,1123,1624.14
500200,Women Kurti,Fashion,Mamaearth,1276,1880.22
500201,Jeans,Fashion,Mamaearth,1707,2177.35
500202,Jeans,Fashion,Samsung,1149,1421.12
500203,Jeans,Fashion,Philips,979,1201.21
500204,Jeans,Fashion,Mamaearth,1059,1536.55
500205,Jeans,Fashion,Dettol,1814,2664.34
500206,Jeans,Fashion,Samsung,1624,2307.96
500207,Jeans,Fashion,Mamaearth,339,454.88
500208,Jeans,Fashion,Samsung,262,365.56
500209,Jeans,Fashion,Apple,1000,1416.97
500210,Jeans,Fashion,Mamaearth,451,572.39
500211,Jeans,Fashion,Mamaearth,872,1090.29
500212,Jeans,Fashion,Samsung,771,941.08
500213,Jeans,Fashion,Himalaya,1937,2534.68
500214,Jeans,Fashion,Dettol,393,498.04
500215,Jeans,Fashion,Dettol,717,863.7
500216,Jeans,Fashion,Boat,636,945.39
500217,Jeans,Fashion,Penguin,1516,2024.08
500218,Jeans,Fashion,Puma,1961,2431.62
500219,Jeans,Fashion,Puma,1588,2234.28
500220,Jeans,Fashion,Himalaya,972,1420.71
500221,Jeans,Fashion,Himalaya,182,264.69
500222,Jeans,Fashion,Nike,2217,3161.81
500223,Jeans,Fashion,Dettol,975,1217.82
500224,Jeans,Fashion,Puma,2020,2661.46
500225,Jeans,Fashion,Himalaya,1308,1949.33
500226,Jeans,Fashion,Mamaearth,576,729.95
500227,Jeans,Fashion,Penguin,863,1205.93
500228,Jeans,Fashion,Samsung,2315,3447.75
500229,Jeans,Fashion,Boat,1668,2497.99
500230,Jeans,Fashion,Prestige,1588,1916.42
500231,Jeans,Fashion,Himalaya,1216,1634.83
500232,Jeans,Fashion,Nike,2154,3149.43
500233,Jeans,Fashion,Boat,1283,1797.36
500234,Jeans,Fashion,Dettol,1119,1443.31
500235,Jeans,Fashion,Puma,1893,2365.27
500236,Jeans,Fashion,Mamaearth,2020,2924.79
500237,Jeans,Fashion,Prestige,1377,1689.81
500238,Jeans,Fashion,Dettol,1026,1497.16
500239,Jeans,Fashion,Mamaearth,881,1216.77
500240,Jeans,Fashion,Himalaya,875,1067.83
500241,Jeans,Fashion,Himalaya,1292,1802.33
500242,Jeans,Fashion,Himalaya,2319,3116.74
500243,Jeans,Fashion,Himalaya,2350,3102.36
500244,Jeans,Fashion,Dettol,476,583.37
500245,Jeans,Fashion,Apple,1994,2459.74
500246,Jeans,Fashion,Himalaya,1171,1693.13
500247,Jeans,Fashion,Penguin,1561,2071.51
500248,Jeans,Fashion,Mamaearth,1804,2532.97
500249,Jeans,Fashion,Himalaya,199,286.87
500250,Jeans,Fashion,Samsung,875,1110.04
500251,Jeans,Fashion,Nike,2180,2705.88
500252,Jeans,Fashion,Samsung,2252,3044.25
500253,Jeans,Fashion,Samsung,1882,2460.43
500254,Jeans,Fashion,Samsung,2021,2926.46
500255,Jeans,Fashion,Penguin,2187,2767.97
500256,Jeans,Fashion,Nike,2496,3368.01
500257,Jeans,Fashion,Puma,895,1218.86
500258,Jeans,Fashion,Philips,2087,2562.83
500259,Jeans,Fashion,Penguin,554,726.52
500260,Jeans,Fashion,Philips,2009,2810.48
500261,Jeans,Fashion,Apple,2197,3210.78
500262,Jeans,Fashion,Samsung,1944,2720.12
500263,Jeans,Fashion,Mamaearth,2339,3492.35
500264,Jeans,Fashion,Mamaearth,2024,2864.35
500265,Jeans,Fashion,Prestige,629,827.7
500266,Jeans,Fashion,Boat,1023,1363.79
500267,Jeans,Fashion,Mamaearth,1775,2578.54
500268,Jeans,Fashion,Himalaya,1910,2497.44
500269,Jeans,Fashion,Dettol,894,1221.92
500270,Jeans,Fashion,Philips,176,217.61
500271,Jeans,Fashion,Penguin,2361,2967.25
500272,Jeans,Fashion,Penguin,672,953.85
500273,Jeans,Fashion,Apple,264,374.41
500274,Jeans,Fashion,Prestige,208,259.81
500275,Jeans,Fashion,Apple,1303,1663.26
500276,Jeans,Fashion,Prestige,1516,2213.02
500277,Jeans,Fashion,Philips,1645,2218.84
500278,Jeans,Fashion,Nike,1833,2576.73
500279,Jeans,Fashion,Puma,1061,1471.77
500280,Jeans,Fashion,Prestige,1575,2348.25
500281,Jeans,Fashion,Philips,160,236.32
500282,Jeans,Fashion,Samsung,193,242.32
500283,Jeans,Fashion,Mamaearth,270,333.29
500284,Jeans,Fashion,Boat,1417,1877.76
500285,Jeans,Fashion,Prestige,341,461.64
500286,Jeans,Fashion,Samsung,694,1025.21
500287,Jeans,Fashion,Apple,2255,2937.42
500288,Jeans,Fashion,Dettol,690,916.71
500289,Jeans,Fashion,Prestige,2188,2796.23
500290,Jeans,Fashion,Nike,1800,2204.77
500291,Jeans,Fashion,Mamaearth,528,677.9
500292,Jeans,Fashion,Philips,1499,1966.13
500293,Jeans,Fashion,Dettol,1052,1453.25
500294,Jeans,Fashion,Nike,2005,2430.44
500295,Jeans,Fashion,Dettol,1392,1758.01
500296,Jeans,Fashion,Dettol,2061,2806.29
500297,Jeans,Fashion,Penguin,2381,2950.62
500298,Jeans,Fashion,Samsung,2160,2807.02
500299,Jeans,Fashion,Mamaearth,2037,2776.85
500300,Jeans,Fashion,Boat,1629,1975.11
500301,Jacket,Fashion,Puma,854,1149.86
500302,Jacket,Fashion,Penguin,397,502.33
500303,Jacket,Fashion,Boat,2252,3186.4
500304,Jacket,Fashion,Apple,696,1011.78
500305,Jacket,Fashion,Prestige,308,400.45
500306,Jacket,Fashion,Apple,1098,1518.63
500307,Jacket,Fashion,Himalaya,600,720.53
500308,Jacket,Fashion,Prestige,2017,2578.63
500309,Jacket,Fashion,Mamaearth,511,655.11
500310,Jacket,Fashion,Prestige,2202,3264.18
500311,Jacket,Fashion,Penguin,1527,2040.48
500312,Jacket,Fashion,Philips,2373,3016.54
500313,Jacket,Fashion,Boat,514,617.0
500314,Jacket,Fashion,Himalaya,570,795.48
500315,Jacket,Fashion,Penguin,2394,3513.2
500316,Jacket,Fashion,Samsung,591,830.25
500317,Jacket,Fashion,Apple,2083,2607.04
500318,Jacket,Fashion,Himalaya,1983,2748.25
500319,Jacket,Fashion,Puma,2418,3246.34
500320,Jacket,Fashion,Boat,1445,2137.8
500321,Jacket,Fashion,Puma,1350,1893.58
500322,Jacket,Fashion,Nike,573,760.06
500323,Jacket,Fashion,Boat,2163,2769.1
500324,Jacket,Fashion,Philips,2195,2726.55
500325,Jacket,Fashion,Penguin,725,909.57
500326,Jacket,Fashion,Prestige,1241,1615.08
500327,Jacket,Fashion,Dettol,2070,2889.69
500328,Jacket,Fashion,Boat,421,556.4
500329,Jacket,Fashion,Prestige,2208,3266.11
500330,Jacket,Fashion,Dettol,2071,2763.52
500331,Jacket,Fashion,Mamaearth,2347,3059.34
500332,Jacket,Fashion,Dettol,161,226.72
500333,Jacket,Fashion,Penguin,439,547.97
500334,Jacket,Fashion,Mamaearth,1154,1465.46
500335,Jacket,Fashion,Puma,832,1146.11
500336,Jacket,Fashion,Philips,2101,2635.46
500337,Jacket,Fashion,Nike,2476,3104.22
500338,Jacket,Fashion,Nike,845,1135.67
500339,Jacket,Fashion,Apple,2468,3469.44
500340,Jacket,Fashion,Puma,2257,2908.39
500341,Jacket,Fashion,Mamaearth,489,711.27
500342,Jacket,Fashion,Penguin,1449,2129.45
500343,Jacket,Fashion,Himalaya,564,834.55
500344,Jacket,Fashion,Boat,730,1015.62
500345,Jacket,Fashion,Himalaya,2205,2759.56
500346,Jacket,Fashion,Apple,2294,3255.24
500347,Jacket,Fashion,Boat,1590,2143.19
500348,Jacket,Fashion,Puma,2136,2817.42
500349,Jacket,Fashion,Philips,1374,1811.15
500350,Jacket,Fashion,Puma,1378,2001.02
500351,Jacket,Fashion,Puma,2078,3088.82
500352,Jacket,Fashion,Samsung,2002,2796.5
500353,Jacket,Fashion,Penguin,1308,1603.59
500354,Jacket,Fashion,Prestige,1642,2164.98
500355,Jacket,Fashion,Prestige,236,349.15
500356,Jacket,Fashion,Mamaearth,813,1205.44
500357,Jacket,Fashion,Dettol,2212,2845.05
500358,Jacket,Fashion,Puma,2498,3546.67
500359,Jacket,Fashion,Nike,1077,1560.33
500360,Jacket,Fashion,Boat,1359,1796.9
500361,Jacket,Fashion,Philips,1633,2227.26
500362,Jacket,Fashion,Prestige,1932,2367.84
500363,Jacket,Fashion,Boat,538,654.4
500364,Jacket,Fashion,Mamaearth,591,886.38
500365,Jacket,Fashion,Nike,1389,2044.67
500366,Jacket,Fashion,Puma,1538,2055.88
500367,Jacket,Fashion,Samsung,2358,3122.66
500368,Jacket,Fashion,Philips,598,856.24
500369,Jacket,Fashion,Samsung,810,1153.05
500370,Jacket,Fashion,Prestige,2453,3344.49
500371,Jacket,Fashion,Himalaya,1749,2511.32
500372,Jacket,Fashion,Puma,424,614.4
500373,Jacket,Fashion,Apple,2424,3295.3
500374,Jacket,Fashion,Philips,1891,2272.62
500375,Jacket,Fashion,Philips,267,387.63
500376,Jacket,Fashion,Mamaearth,1242,1587.87
500377,Jacket,Fashion,Prestige,871,1204.11
500378,Jacket,Fashion,Mamaearth,1982,2552.05
500379,Jacket,Fashion,Mamaearth,2268,3386.45
500380,Jacket,Fashion,Dettol,1696,2535.93
500381,Jacket,Fashion,Dettol,631,869.82
500382,Jacket,Fashion,Philips,599,774.87
500383,Jacket,Fashion,Puma,637,840.16
500384,Jacket,Fashion,Nike,510,684.4
500385,Jacket,Fashion,Himalaya,1568,2200.54
500386,Jacket,Fashion,Samsung,941,1151.09
500387,Jacket,Fashion,Mamaearth,1617,2284.1
500388,Jacket,Fashion,Prestige,2134,2842.31
500389,Jacket,Fashion,Penguin,1108,1561.76
500390,Jacket,Fashion,Dettol,610,819.23
500391,Jacket,Fashion,Samsung,2205,3037.56
500392,Jacket,Fashion,Apple,590,862.6
500393,Jacket,Fashion,Samsung,2176,2985.29
500394,Jacket,Fashion,Boat,1074,1520.75
500395,Jacket,Fashion,Apple,1203,1593.46
500396,Jacket,Fashion,Himalaya,1214,1809.9
500397,Jacket,Fashion,Apple,1885,2464.99
500398,Jacket,Fashion,Himalaya,1594,1942.33
500399,Jacket,Fashion,Samsung,1646,1984.6
500400,Jacket,Fashion,Nike,2337,3193.94
500401,Sports Shoes,Fashion,Boat,2124,2587.18
500402,Sports Shoes,Fashion,Samsung,1743,2300.94
500403,Sports Shoes,Fashion,Puma,1039,1466.63
500404,Sports Shoes,Fashion,Penguin,1431,2012.42
500405,Sports Shoes,Fashion,Puma,990,1445.94
500406,Sports Shoes,Fashion,Himalaya,1202,1738.82
500407,Sports Shoes,Fashion,Samsung,2342,3304.4
500408,Sports Shoes,Fashion,Dettol,1757,2252.05
500409,Sports Shoes,Fashion,Penguin,2342,3495.83
500410,Sports Shoes,Fashion,Boat,697,845.32
500411,Sports Shoes,Fashion,Penguin,641,958.09
500412,Sports Shoes,Fashion,Mamaearth,1957,2574.78
500413,Sports Shoes,Fashion,Nike,1456,2016.63
500414,Sports Shoes,Fashion,Mamaearth,2161,2701.28
500415,Sports Shoes,Fashion,Mamaearth,1774,2266.24
500416,Sports Shoes,Fashion,Penguin,1662,2383.61
500417,Sports Shoes,Fashion,Dettol,1316,1852.77
500418,Sports Shoes,Fashion,Puma,763,1015.13
500419,Sports Shoes,Fashion,Mamaearth,2275,2810.07
500420,Sports Shoes,Fashion,Puma,1311,1863.32
500421,Sports Shoes,Fashion,Philips,595,835.2
500422,Sports Shoes,Fashion,Penguin,2041,2623.05
500423,Sports Shoes,Fashion,Prestige,463,595.39
500424,Sports Shoes,Fashion,Mamaearth,1407,2068.24
500425,Sports Shoes,Fashion,Dettol,483,594.44
500426,Sports Shoes,Fashion,Puma,1809,2583.31
500427,Sports Shoes,Fashion,Mamaearth,842,1094.45
500428,Sports Shoes,Fashion,Puma,2163,2710.16
500429,Sports Shoes,Fashion,Prestige,1250,1593.05
500430,Sports Shoes,Fashion,Samsung,2349,3334.29
500431,Sports Shoes,Fashion,Prestige,379,492.36
500432,Sports Shoes,Fashion,Penguin,2435,3136.68
500433,Sports Shoes,Fashion,Penguin,734,894.42
500434,Sports Shoes,Fashion,Penguin,1041,1441.25
500435,Sports Shoes,Fashion,Puma,391,517.6
500436,Sports Shoes,Fashion,Dettol,1340,1759.32
500437,Sports Shoes,Fashion,Apple,1612,2178.4
500438,Sports Shoes,Fashion,Boat,723,954.04
500439,Sports Shoes,Fashion,Penguin,196,249.32
500440,Sports Shoes,Fashion,Mamaearth,1105,1644.71
500441,Sports Shoes,Fashion,Himalaya,1988,2815.64
500442,Sports Shoes,Fashion,Dettol,1872,2555.0
500443,Sports Shoes,Fashion,Penguin,1629,2257.55
500444,Sports Shoes,Fashion,Philips,1588,2141.05
500445,Sports Shoes,Fashion,Nike,1464,2011.05
500446,Sports Shoes,Fashion,Mamaearth,1550,1965.17
500447,Sports Shoes,Fashion,Prestige,2310,3266.06
500448,Sports Shoes,Fashion,Samsung,1164,1698.02
500449,Sports Shoes,Fashion,Nike,1176,1535.71
500450,Sports Shoes,Fashion,Mamaearth,1314,1733.34
500451,Sports Shoes,Fashion,Penguin,2270,3300.8
500452,Sports Shoes,Fashion,Boat,506,651.49
500453,Sports Shoes,Fashion,Penguin,2133,2978.88
500454,Sports Shoes,Fashion,Dettol,803,1061.6
500455,Sports Shoes,Fashion,Prestige,934,1396.39
500456,Sports Shoes,Fashion,Dettol,241,295.33
500457,Sports Shoes,Fashion,Philips,2456,3020.04
500458,Sports Shoes,Fashion,Puma,2334,3441.56
500459,Sports Shoes,Fashion,Prestige,640,910.56
500460,Sports Shoes,Fashion,Boat,516,704.02
500461,Sports Shoes,Fashion,Apple,2407,3112.77
500462,Sports Shoes,Fashion,Samsung,1575,2071.44
500463,Sports Shoes,Fashion,Apple,1047,1285.73
500464,Sports Shoes,Fashion,Nike,1402,2065.58
500465,Sports Shoes,Fashion,Boat,2309,3401.83
500466,Sports Shoes,Fashion,Apple,1794,2326.43
500467,Sports Shoes,Fashion,Nike,1549,2062.23
500468,Sports Shoes,Fashion,Philips,831,1197.82
500469,Sports Shoes,Fashion,Philips,1481,2038.36
500470,Sports Shoes,Fashion,Boat,2061,2875.5
500471,Sports Shoes,Fashion,Nike,2357,2856.63
500472,Sports Shoes,Fashion,Apple,1345,2016.8
500473,Sports Shoes,Fashion,Boat,236,317.37
500474,Sports Shoes,Fashion,Prestige,402,509.11
500475,Sports Shoes,Fashion,Samsung,2415,3033.4
500476,Sports Shoes,Fashion,Mamaearth,1171,1566.79
500477,Sports Shoes,Fashion,Prestige,1703,2296.09
500478,Sports Shoes,Fashion,Samsung,2346,3283.39
500479,Sports Shoes,Fashion,Philips,636,831.65
500480,Sports Shoes,Fashion,Apple,2159,2596.38
500481,Sports Shoes,Fashion,Nike,1487,2083.42
500482,Sports Shoes,Fashion,Apple,2430,3479.23
500483,Sports Shoes,Fashion,Dettol,1987,2899.87
500484,Sports Shoes,Fashion,Penguin,2453,3071.42
500485,Sports Shoes,Fashion,Dettol,605,793.7
500486,Sports Shoes,Fashion,Boat,1081,1486.82
500487,Sports Shoes,Fashion,Puma,528,664.08
500488,Sports Shoes,Fashion,Mamaearth,1471,1914.24
500489,Sports Shoes,Fashion,Prestige,1848,2694.48
500490,Sports Shoes,Fashion,Dettol,778,1147.33
500491,Sports Shoes,Fashion,Apple,305,421.02
500492,Sports Shoes,Fashion,Puma,2026,2928.75
500493,Sports Shoes,Fashion,Boat,281,417.46
500494,Sports Shoes,Fashion,Puma,206,256.8
500495,Sports Shoes,Fashion,Samsung,1663,2367.86
500496,Sports Shoes,Fashion,Mamaearth,1124,1519.55
500497,Sports Shoes,Fashion,Apple,2146,2684.14
500498,Sports Shoes,Fashion,Puma,2018,2775.74
500499,Sports Shoes,Fashion,Himalaya,1925,2346.67
500500,Sports Shoes,Fashion,Himalaya,2320,3043.58
500501,iPhone 14,Mobiles,Apple,1409,1809.3
500502,iPhone 14,Mobiles,Mamaearth,1097,1400.51
500503,iPhone 14,Mobiles,Samsung,1298,1688.5
500504,iPhone 14,Mobiles,Penguin,1479,1981.86
500505,iPhone 14,Mobiles,Apple,2187,2638.17
500506,iPhone 14,Mobiles,Apple,1185,1760.98
500507,iPhone 14,Mobiles,Philips,2416,3066.58
500508,iPhone 14,Mobiles,Prestige,190,235.55
500509,iPhone 14,Mobiles,Prestige,1018,1249.42
500510,iPhone 14,Mobiles,Boat,1048,1376.93
500511,iPhone 14,Mobiles,Boat,1941,2528.53
500512,iPhone 14,Mobiles,Mamaearth,1873,2462.36
500513,iPhone 14,Mobiles,Philips,2075,2707.55
500514,iPhone 14,Mobiles,Boat,832,1241.01
